EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
774936,GILA CO.,CEDAR CREEK,07/13/2018,1500,Flash Flood,,,0,0,0,0,AZ,MST-7,,129322,C,7,FGZ,0,0,Emergency Manager,Heavy Rain / Burn Area,,,11,NNE,5,WSW,CEDAR CREEK,07/13/2018,1600,34.0549,-110.0073,33.882,-110.1782,Cedar Creek had a 5 foot rise below the Cedar Fire scar after a thunderstorm dropped heavy rain over the area.  The water was receding by 329 PM.,Deep moisture over Arizona allowed thunderstorms with heavy rain to form over parts of the area.,441
773579,MOHAVE CO.,WILLOW BEACH,07/12/2018,2011,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,16,SE,16,SE,WILLOW BEACH,07/12/2018,2130,35.6997,-114.4732,35.7031,-114.4735,White Hills Road was closed.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,442
773578,MOHAVE CO.,OATMAN,07/12/2018,1755,Flash Flood,,,0,0,2000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,1,WNW,4,SW,OATMAN,07/12/2018,2359,35.0367,-114.3975,34.9905,-114.4321,"Oatman Highway was closed from the Sacramento Wash, which was flooded for hours, to Silver Creek.",A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,443
773577,MOHAVE CO.,KINGMAN ARPT,07/12/2018,1600,Flash Flood,,,0,0,10000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Fire Department/Rescue,Heavy Rain,,,14,ESE,13,ESE,KINGMAN ARPT,07/12/2018,1630,35.2059,-113.4162,35.2058,-113.4242,A swift water rescue was performed after a pickup truck got stuck.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,444
773576,MOHAVE CO.,VALENTINE,07/12/2018,1547,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,2,SW,2,SW,VALENTINE,07/12/2018,1730,35.3605,-113.6949,35.36,-113.6932,Hackberry Road was closed due to flooding.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,445
773575,MOHAVE CO.,SANTA CLAUS,07/12/2018,1530,Flash Flood,,,0,0,10000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,2,SSE,6,SW,SANTA CLAUS,07/12/2018,1800,35.3042,-114.2051,35.2759,-114.3107,"Several roads in Golden Valley were closed due to flooding, and several people had to be rescued after being stranded between flooded washes.",A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,446
773574,MOHAVE CO.,(LHU)LAKE HAVASU CIT,07/12/2018,1500,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Public,Heavy Rain,,,4,ENE,5,ENE,(LHU)LAKE HAVASU CIT,07/12/2018,1600,34.4756,-114.3143,34.4842,-114.3017,Daytona Road was flooded.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,447
773573,MOHAVE CO.,GETZ,07/12/2018,1428,Flash Flood,,,0,0,2000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Trained Spotter,Heavy Rain,,,2,SSE,1,SSE,GETZ,07/12/2018,1530,35.2047,-114.0134,35.222,-114.0141,Roads flooded near the Hilltop Waste Water plant and also on the far west side of Kingman.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,448
773572,MOHAVE CO.,WILLOW BEACH,07/12/2018,1415,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Park/Forest Service,Heavy Rain,,,10,ENE,7,ESE,WILLOW BEACH,07/12/2018,1530,35.9346,-114.5139,35.8362,-114.5531,Temple Bar Road was closed by flooding south of the park entrance.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,449
773571,MOHAVE CO.,HUALAPAI,07/12/2018,1345,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,7,NNW,8,SE,DOLAN SPGS,07/12/2018,1600,35.461,-114.0197,35.5439,-114.0814,Stockton Hill Road was closed from mile marker 13 to mile marker 26 due to multiple washes being over their banks.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,450
773570,MOHAVE CO.,SIGNAL,07/12/2018,834,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,0,SSE,4,W,SIGNAL,07/12/2018,1000,34.4664,-113.6276,34.4623,-113.7082,Signal Road was closed from Highway 93 to Alamo Road.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,451
765553,COCONINO CO.,HAVASUPAI,07/12/2018,200,Flash Flood,,,0,0,0,0,AZ,MST-7,,127668,C,5,FGZ,0,0,Other Federal Agency,Heavy Rain,,,1,N,7,SSW,HAVASUPAI,07/12/2018,600,36.24,-112.7,36.1405,-112.7391,The stream gauge at Supai showed a rapid rise on Havasu Creek at 200 AM.,"Strong thunderstorms produced torrential rainfall in Cataract and Havasu Canyons. (The name of the creek changes name at Supai Springs.) The flash flood caused evacuations,  extensive campground damage, and lose of camper's belongings.",452
760393,MARICOPA CO.,TONOPAH,07/12/2018,5,Flash Flood,,,0,0,0,0,AZ,MST-7,,126851,C,13,PSR,0,0,Mesonet,Heavy Rain,,,9,NNE,16,SSW,WICKENBURG MUNI ARPT,07/12/2018,500,33.6137,-112.8651,33.761,-112.9127,"Late night thunderstorms west of Phoenix generated heavy rain that caused washes to flow over open deserts of Maricopa County; some of the washes had significant flow which resulted in flash flooding. At 0030MST, a mesonet gauge from the Maricopa County Flood Control District network indicated that the Jackrabbit Wash at Wickenburg Road had one and one half foot of water flowing over it. Water flowing across a road is evidence of flash flooding, and a Flash Flood Warning was issued at 0009MST for the area including the Jackrabbit Wash channel. No accidents were reported due to the flash flooding. The wash was well north of the town of Tonopah and west of the greater Phoenix area.","Late night thunderstorms on July 11th across the central deserts generated heavy rainfall to the west of Phoenix; this caused area washes such as the Jackrabbit Wash to flow heavily. Significant flow in the wash led to an episode of very early morning flash flooding to the northwest of Phoenix. According to a Maricopa County Flood Control District streamflow gauge, the JackRabbit Wash at Wickenburg Road had well over one foot of water flowing over it. The affected area was in very open country, well to the northwest of Phoenix and north of Interstate 10. A Flash Flood Warning was issued for the area based on the gauge reports.",453
758895,MARICOPA CO.,GLADDEN,07/11/2018,2230,Flash Flood,,,0,0,0,0,AZ,MST-7,,126602,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,21,S,5,S,GLADDEN,07/12/2018,200,33.5896,-113.3149,33.8329,-113.3077,"Scattered thunderstorms developed across the western portions of Maricopa County during the evening hours on July 11th; some of the storms generated locally heavy rains which caused washes in the area to begin to flow fast. Even though the heavy rain tapered off during the middle to late evening hours, the total accumulations eventually led to significant flow in the Tiger Wash over far western Maricopa County. At 2300MST the Department of Highways personnel indicated that Eagle Eye Road was closed due to the flow in the Tiger Wash. The depth of flow at the road was estimated to be greater than 2 feet deep. Depth of flow was estimated from a local Maricopa County streamflow gauge. A Flash Flood Warning was issued at 2306MST for the area and it remained in effect through 0200MST the following morning.","Isolated to scattered thunderstorms developed across the northwest portion of Maricopa County during the evening hours on July 11th; the stronger storms produced locally heavy rainfall which led to episodes of flash flooding. During the early evening hours, flash flooding occurred just southeast of the town of Wickenburg; significant flooding of streets and washes was reported by local emergency managers. Later in the evening flash flooding developed across more open country well to the west of Phoenix and north of Interstate 10. Flash flooding closed Eagle Eye Road and resulted in significant flow in Jackrabbit Wash to the north of the town of Tonopah. Some of the flash flooding was evident by looking at Maricopa County Flood Control District stream flow gauges in the area. No accidents or injuries were reported due to the flash flooding.",454
765552,COCONINO CO.,HAVASUPAI,07/11/2018,1930,Flash Flood,,,0,0,0,0,AZ,MST-7,,127668,C,5,FGZ,0,0,Law Enforcement,Heavy Rain,,,5,SSW,6,NW,HAVASUPAI,07/11/2018,2130,36.1629,-112.7423,36.2999,-112.7724,"Two flood waves hit the Supai area late on July 11th.  The first (and most damaging) occurred around 7-7:30 pm (the other later that night).  Serious flooding occurred in the Supai campground, with reports of a 7��������� rise in the stream in the area. Campers were displaced, tents and belongings swept away, and some campers stranded in trees. Visitors (150-200) were evacuated from the campground, and taken from the canyon the next day. No serious injuries reported.  No damage was reported in the Village of Supai. ||The reports of a ���������7 foot wall of water��������� hitting the area is consistent with gauge data, with a 4��������� rise at the Supai Gauge (850 CFS), and an 8��������� rise downstream at the Colorado River (3760 CFS).||At 5:30 PM: Heavy Rainfall.  Radar est 1 - 1.5 rain fell in the Supai area between 5:30pm and 630pm.  ||Storms moving from SE to NW.  KICX estimates 1-1.5��������� of rain fell a few miles upstream of the USGS gauge in about an hour, from 530 pm  to 630 pm.  In addition, about 1-1.5��������� of rain fell over and just downstream of Supai Village in about 40 minutes, between 550 pm and 630 pm).|||Between 7:00-7:30 PM:  It is estimated that the flooding began in the campground area between 7 and 7:30 PM.  A flood crest with a 4��������� rise (800 CFS) hit the Supai Gauge (upstream from the campground) at 7:30 pm.||It is important to note that most of the rain impacting the camping area fell downstream of the Supai gauge...the 4��������� rise at the does not accurately represent the impacts at the camping area.  Downstream gauge at the Colorado River recorded 8��������� rise with 3760 CFS. |10:30 PM:  First call from Supai (Peach Springs dispatch) of flood situation.  (verify time?)||On July 12: at 12:00 AM, additional storms developed over and just south of Supai - with an additional 1 of rain falling upstream of the campground between approximately 12:00 and 1:00 AM.||At 2:00 AM:  Gauge at Supai rose above flood stage again at 2 am (4.5' rise, 1700 CFS).  ||It is clear by the distribution of the rainfall that the campground flooding was not ���������caught��������� by the Supai gauge - the heaviest rainfall fell downstream of the stream gauge (and over, or just upstream of the campground area).  The Cataract Creek at Heather Wash and Topocoba Gauges recorded minor rises associated with the passing of the storm.||Tracking the surge(s) between the two Havasu stream gauges, it appears that it took about 2.5 hours for the surges (flood crests) to go from the Supai gauge location to the mouth at the Colorado River.||At 730 PM, the gauge on Havasu Creek at Supai measured a 4��������� rise, 846 CFS. At 745 PM MST,  the gauge on Havasu Creek at the Colorado River Mouth (Co river) measured a 8.5��������� rise, 3760 CFS.||Secondary, minor rise associated with ���������Supai��������� surge above measured a 0.7��������� rise, 300 CFS increase) at 1000 PM MST.","Strong thunderstorms produced torrential rainfall in Cataract and Havasu Canyons. (The name of the creek changes name at Supai Springs.) The flash flood caused evacuations,  extensive campground damage, and lose of camper's belongings.",455
758891,MARICOPA CO.,WICKENBURG,07/11/2018,1830,Flash Flood,,,0,0,0,0,AZ,MST-7,,126602,C,13,PSR,0,0,Emergency Manager,Heavy Rain,,,1,SE,1,S,WICKENBURG MUNI ARPT,07/11/2018,2130,33.96,-112.72,33.9589,-112.8009,"Scattered thunderstorms occurred over the far northern portion of Maricopa County, near and to the south of Wickenburg, during the evening hours on July 11th. The stronger storms produced very heavy rain with peak rain rates in excess of one inch per hour. The heavy rain led to flash flooding near and southeast of Wickenburg. Maricopa County Flood Control District gauges reported upwards of one inch of rain within one hour or less near Wickenburg and at 1915MST local emergency managers reported that flash flooding was imminent or occurring in Calamity Wash and the surrounding area. Severe street flooding in the area was also imminent. A Flash Flood Warning was issued for the area near and south of Wickenburg at 1830MST and it remained in effect until 2130MST.","Isolated to scattered thunderstorms developed across the northwest portion of Maricopa County during the evening hours on July 11th; the stronger storms produced locally heavy rainfall which led to episodes of flash flooding. During the early evening hours, flash flooding occurred just southeast of the town of Wickenburg; significant flooding of streets and washes was reported by local emergency managers. Later in the evening flash flooding developed across more open country well to the west of Phoenix and north of Interstate 10. Flash flooding closed Eagle Eye Road and resulted in significant flow in Jackrabbit Wash to the north of the town of Tonopah. Some of the flash flooding was evident by looking at Maricopa County Flood Control District stream flow gauges in the area. No accidents or injuries were reported due to the flash flooding.",456
760296,PINAL CO.,LIRIM,07/11/2018,1630,Flash Flood,,,0,0,5000,0,AZ,MST-7,,126836,C,21,PSR,0,0,Department of Highways,Heavy Rain,,,13,WNW,13,WSW,LIRIM,07/11/2018,2000,33.1189,-112.1616,32.9515,-112.1932,"Scattered thunderstorms with very heavy rain developed over the central deserts during the afternoon and early evening hours on July 11th, and they led to episodes of flooding and flash flooding to the south of Phoenix.  Some of the significant flash flooding occurred along State Route 238 west of the town of Maricopa and east of the county line. According to the Arizona Department of Highways, at 1747MST flash flooding was occurring along State Route 238, near Ralston Road about 4 miles west of State Route 347. Later in the evening, a trained spotter reported flooding in the Vekol Wash near Ralston Road, a bit to the west of of the Ak-Chin Indian Community. The flooding was occurring at 1951 according to the spotter. No injuries were reported due to the flash flooding.","Thunderstorms developed across the central deserts during the afternoon hours on July 11th, and the stronger storms produced intense rainfall that led to episodes of flash flooding to the south of Phoenix, mainly across the northwest portions of Pinal County. The storms also produced gusty outflow winds that stirred up significant amounts of dust which led to dust storm conditions near the town of Coolidge. Some of flash flooding impacted both highway 238 and Interstate 8 just east of the Maricopa County Line. Flooding was also observed in area washes such as the Vekol Wash to the west of the Ak Chin indian reservation. Fortunately there were no reported of accidents or injuries due to the flash flooding or dense blowing dust.",457
760282,PINAL CO.,STANFIELD,07/11/2018,1600,Flash Flood,,,0,0,3000,0,AZ,MST-7,,126836,C,21,PSR,0,0,Public,Heavy Rain,,,12,WSW,12,W,STANFIELD,07/11/2018,1900,32.8004,-112.162,32.8787,-112.1706,"Thunderstorms with locally heavy rain developed over the central deserts during the afternoon hours on July 11th and they affected areas south of Phoenix and between Gila Bend and Casa Grande. The heavy rain led to flash flooding along Interstate 8 just east of the Maricopa County line. According to a report from the public, at 1619MST a wash crossing a roadway was flowing rapidly; flash flooding was occurring as water levels in the wash were rising quickly. The location of the flash flooding was near the intersection of Interstate 8 and Arizona State Route 84. A Flash Flood Warning was issued for the area at 1603MST and it remained in effect until 1900MST.","Thunderstorms developed across the central deserts during the afternoon hours on July 11th, and the stronger storms produced intense rainfall that led to episodes of flash flooding to the south of Phoenix, mainly across the northwest portions of Pinal County. The storms also produced gusty outflow winds that stirred up significant amounts of dust which led to dust storm conditions near the town of Coolidge. Some of flash flooding impacted both highway 238 and Interstate 8 just east of the Maricopa County Line. Flooding was also observed in area washes such as the Vekol Wash to the west of the Ak Chin indian reservation. Fortunately there were no reported of accidents or injuries due to the flash flooding or dense blowing dust.",458
773569,MOHAVE CO.,OATMAN,07/11/2018,1520,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Emergency Manager,Heavy Rain,,,1,NW,4,E,OATMAN,07/11/2018,1700,35.0388,-114.3936,35.0266,-114.313,Oatman Highway was closed from Cool Springs to Silver Creek.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,459
774929,GILA CO.,(0E4)PAYSON ARPT,07/11/2018,1515,Flash Flood,,,0,0,0,0,AZ,MST-7,,129321,C,7,FGZ,0,0,Public,Heavy Rain,,,1,ENE,1,ESE,(0E4)PAYSON ARPT,07/11/2018,1615,34.2582,-111.3294,34.2458,-111.3347,Forest Drive in Payson was closed with barricades because swiftly running water covered the road. A nearby rain gauge reported 1.82 inches of rain between 2:06 and 3:37 PM.,Deep monsoon moisture over Arizona allowed strong thunderstorms to for over and north of Payson. The heavy rain caused flash flooding in town.,460
773567,MOHAVE CO.,YUCCA,07/11/2018,1420,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129041,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,3,S,2,SSE,YUCCA,07/11/2018,1530,34.8329,-114.1411,34.848,-114.1411,Apache Drive was closed from Alamo Road to Knox Road.,A more substantial push of monsoon moisture helped trigger widespread thunderstorms across the Mojave Desert and southern Great Basin. Many storms produced severe weather and flash flooding.,461
758883,LA PAZ CO.,QUARTZSITE,07/11/2018,1300,Flash Flood,,,0,0,5000,0,AZ,MST-7,,126601,C,12,PSR,0,0,Emergency Manager,Heavy Rain,,,11,SE,10,NW,BRENDA,07/11/2018,1700,33.5318,-114.0954,33.7748,-114.0546,"Thunderstorms developed over portions of La Paz County, including around the community of Quartzsite, during the early afternoon hours on July 11th. The storms generated locally heavy rains with peak rain rates in excess of one inch per hour. The heavy rain led to an episode of flash flooding north of Interstate 10 and around the Quartzsite area. According to a local emergency manager, at 1430MST flash flooding resulted in the closure of several roads in Quartzsite including Moon Mountain Avenue and Quail Trail. A Flash Flood Warning was in effect at the time and was originally issued at about 1300MST. The warning remained in effect through 1700MST. No accidents or injuries were reported due to the flash flooding.",Thunderstorms developed across La Paz County during the early afternoon hours on July 11th; some of the stronger storms produced intense rainfall that led to flash flooding near the town of Quartzsite. Local emergency managers reported that heavy rains led to the closure of several roads in the Quartzsite area during the afternoon hours and a Flash Flood Warning was issued for the area as a result of the very heavy rains. No accidents or injuries were reported fortunately.,462
758503,GILA CO.,GLOBE,07/11/2018,1200,Flash Flood,,,0,0,10000,0,AZ,MST-7,,126554,C,7,PSR,0,0,Emergency Manager,Heavy Rain,,,0,W,1,SE,PINAL,07/11/2018,1500,33.4005,-110.7872,33.3932,-110.7404,Thunderstorms with very heavy rain developed across portions of southern Gila County during the late morning and early afternoon hours. Peak rain rates were well in excess of one inch per hour. Some of the heavy rain affected the area around Globe as well as the Pinal burn scar and was sufficient to cause flash flooding over the burn scar. At 1320MST a local emergency manager reported that several low water crossings were closed below the burn scar in both Sixshooter and Kellner canyons. Water was reported to be heavily laden with ash as well as debris. A Flash Flood Warning was issued for the area beginning at 1200MST and it remained in effect through 1500MST. Fortunately there were no injuries reported due to the flash flooding.,"Thunderstorms with very heavy rain developed across portions of southern Gila County during the late morning and early afternoon hours on July 11th. Some of the storms affected the area around Globe, including the Pinal burn scar. Peak rain rates with these storms were well in excess of one inch per hour and were sufficient to cause flash flooding over the burn scar. At 1320MST an emergency manager reported several low water crossings closed below the burn scar. Some of the most significant flooding occurred in Kellner and Sixshooter canyons. A Flash Flood Warning was issued for the area at noon and it remained in effect through 1500MST. No injuries were reported due to the flash flooding.",463
775143,PINAL CO.,EDS FIELD,07/10/2018,1557,Flash Flood,,,0,0,0,0,AZ,MST-7,,129115,C,21,TWC,0,0,Trained Spotter,Heavy Rain,,,1,NE,4,SW,ELOY,07/10/2018,1630,32.6962,-111.4864,32.7028,-111.5945,Flash flooding caused off ramps along I-10 in the Eloy and Picacho areas to become impassable.,Scattered thunderstorms moved slowly northwest across southeast Arizona. Heavy rain caused flash flooding in Pima and Pinal Counties and especially in Marana where up to three inches of rain caused widespread flash flooding and considerable damage including a train derailment from rapidly flowing flood waters.,464
765551,YAVAPAI CO.,PERKINSVILLE,07/10/2018,1430,Flash Flood,,,0,0,0,0,AZ,MST-7,,127666,C,25,FGZ,0,0,River/Stream Gage,Heavy Rain,,,2,SSW,5,W,PERKINSVILLE,07/10/2018,1500,34.87,-112.2,34.9047,-112.2727,The Yavapai Flood Control gauge at Perkinsville reported at least a 2.28 foot rise on the Verde River downstream from a thunderstorm that produced heavy rain.,A thunderstorm produced heavy rain and flash flooding near Perkinsville.,465
773863,PIMA CO.,RILLITO,07/10/2018,1420,Flash Flood,,,0,0,4000000,0,AZ,MST-7,,129115,C,19,TWC,0,0,Law Enforcement,Heavy Rain,,,4,NE,3,NW,CASAS ADOBES,07/10/2018,1700,32.4702,-111.1086,32.3486,-111.0063,"Thunderstorms produced 2 to 3 inches of rain in around on hour on both sides of I-10 from Cortaro to Twin Peaks which caused flash flooding.  Some of these areas had als received 1 to 2 inches of rain two days earlier. Many roads and intersections were closed due to flash flooding on the northwest side of Tucson encompassing an area from Tangerine Rd and I-10 down to Ina Rd and I-10. First responders performed at least eight swift water rescues of motorists. A restaurant and animal shelter were also flooded, along with damage to Sanctuary Cove foot trail.  A total of 8 swift water rescues had to be performed. Flood waters damaged railroad tracks and derailed over two dozen Union Pacific railroad cars north of Twin Peaks Road, causing extensive damage and closing the access road to Interstate 10 for several days.",Scattered thunderstorms moved slowly northwest across southeast Arizona. Heavy rain caused flash flooding in Pima and Pinal Counties and especially in Marana where up to three inches of rain caused widespread flash flooding and considerable damage including a train derailment from rapidly flowing flood waters.,466
757888,PINAL CO.,LIRIM,07/09/2018,1930,Flash Flood,,,0,0,0,0,AZ,MST-7,,126413,C,21,PSR,0,0,Law Enforcement,Heavy Rain,,,4,WNW,8,WNW,LIRIM,07/10/2018,100,33.0399,-112.0437,33.0735,-112.1051,"Thunderstorms with very heavy rains developed over the southern portion of the greater Phoenix area during the evening hours on July 9th. The heavy rain led to flash flooding of the Vekol Wash southwest of the town of Maricopa. Automated stream gages in the area showed a rapid rise in the wash and at 1922MST a Flash Flood Warning was issued for the wash from the town of Maricopa southwestward to the Maricopa county line. According to a report from local law enforcement, at 2215MST Farrell Road at the Vekol Wash was closed due to flash flooding. There were no reports of accidents or motorists trapped within flood waters, fortunately.","Scattered thunderstorms developed across the south-central deserts, including the greater Phoenix metropolitan area, during the afternoon and evening hours on July 9th. Some of the stronger storms produced locally heavy rainfall with peak rain rates in excess of 2 inches per hour. The heavy rains led to a couple of episodes of flash flooding to the south of the Phoenix area during the evening hours. The flash flooding involved both heavily flowing washes as well as water flowing across State Route 238 between Gila Bend and the town of Maricopa. Flash Flood Warnings were issued as a result of the flooding and fortunately there were no injuries reported due to the flash flooding.",467
757891,MARICOPA CO.,MOBILE,07/09/2018,1900,Flash Flood,,,0,0,0,0,AZ,MST-7,,126413,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,7,ESE,8,NE,MOBILE,07/09/2018,2300,33.0169,-112.1495,33.1186,-112.1682,"Scattered thunderstorms occurred over the south-central deserts, including areas to the south and southwest of the Phoenix area, during the evening hours on July 9th. The stronger storms produced locally heavy rainfall which led to flowing washes as well as flash flooding across State Route 238 east of Gila Bend. At 2048MST, the Arizona Department of Highways reported that highway 238 was closed due to flash flooding approximately 4 miles east of the town of Mobile. Later that evening, at 2200MST the Department of Highways reported that the entirety of highway 238 was closed, from State Route 85 eastward to the Maricopa County line. A Flash Flood Warning was in effect between 1835MST and 2130MST for a portion of highway 238 between Gila Bend and Mobile.","Scattered thunderstorms developed across the south-central deserts, including the greater Phoenix metropolitan area, during the afternoon and evening hours on July 9th. Some of the stronger storms produced locally heavy rainfall with peak rain rates in excess of 2 inches per hour. The heavy rains led to a couple of episodes of flash flooding to the south of the Phoenix area during the evening hours. The flash flooding involved both heavily flowing washes as well as water flowing across State Route 238 between Gila Bend and the town of Maricopa. Flash Flood Warnings were issued as a result of the flooding and fortunately there were no injuries reported due to the flash flooding.",468
773543,MOHAVE CO.,HUALAPAI,07/09/2018,1857,Flash Flood,,,0,0,1000,0,AZ,MST-7,,129035,C,15,VEF,0,0,Law Enforcement,Heavy Rain,,,4,W,4,W,HUALAPAI,07/09/2018,2100,35.365,-114.0465,35.3672,-114.0456,Stockton Hill Road was flooded between mile markers 13 and 15.,The first monsoon moisture push of the season fueled isolated thunderstorms over the Mojave Desert. Some storms produced severe weather and flash flooding.,469
758339,MARICOPA CO.,LAVEEN,07/09/2018,1715,Flash Flood,,,0,0,5000,0,AZ,MST-7,,126412,C,13,PSR,0,0,County Official,Heavy Rain,,,3,S,2,NW,LAVEEN,07/09/2018,2015,33.328,-112.168,33.3915,-112.2004,"Thunderstorms with heavy rainfall developed across the central portions of the greater Phoenix area, including around Laveen and South Mountain, during the late afternoon and early evening hours on July 9th. The stronger storms produced intense rainfall with peak rain rates in excess of 2 inches per hour. The heavy rain led to episodes of street flooding and flash flooding. According to a trained weather spotter located 5 miles northwest of Ahwatukee Foothills, at 1730MST street flooding had developed near the intersection of Dobbins Road and 27th Avenue. Irrigation canals in the area were reported to be overflowing and area streets were said to be impassable. Later in the evening, around 1945MST, county officials reported flash flooding 7 miles southwest of central Phoenix, in the area around Baseline Road and 43rd Avenue; the flooding was reported to extend south to Dobbins Road. The flash flooding involved flooded roadways, some of which were impassable. A Flash Flood Warning was issued for the area at 1722MST and it remained in effect until 2015MST.","Scattered thunderstorms developed across the greater Phoenix metropolitan area during the afternoon and evening hours on July 9th. Many of the storms produced strong, gusty and damaging outflow winds including microburst winds, that damaged a number of trees and other structures across the area. Many of the stronger wind gusts exceeded 50 mph. In addition to the wind, some of the storms produced hail that was as large as three quarters of an inch in diameter. It did not appear that the hail led to any significant damage. Finally, there were many reports of very heavy rain which led to areas of street flooding as well as a few episodes of flash flooding of streets and washes across the Phoenix area. Fortunately there were no reports of injuries due to strong winds or flooding.",470
773544,MOHAVE CO.,CHLORIDE,07/09/2018,1630,Flash Flood,,,0,0,5000,0,AZ,MST-7,,129035,C,15,VEF,0,0,Trained Spotter,Heavy Rain,,,0,S,0,S,CHLORIDE,07/09/2018,1715,35.4144,-114.2005,35.4143,-114.2005,Personal weather station measured 1.03 of rain in 21 minutes. Two small culverts were damaged by flooding.,The first monsoon moisture push of the season fueled isolated thunderstorms over the Mojave Desert. Some storms produced severe weather and flash flooding.,471
757853,MARICOPA CO.,BOSQUE,07/08/2018,2215,Flash Flood,,,0,0,5000,0,AZ,MST-7,,126300,C,13,PSR,0,0,Public,Heavy Rain,,,3,SSW,4,NW,BOSQUE,07/09/2018,400,32.9352,-112.5664,33.0148,-112.5922,"Thunderstorms with very heavy rain developed across the central deserts, to the southwest of Phoenix and down into the Gila Bend area, during the late evening hours on July 8th. The heavy rains caused areas of flash flooding east of Gila Bend, impacting motorists on State Route 238 all the way east to the county line. According to a report from the public, at 2306MST a number of motorists were stranded on State Route 238 between some flooded washes in the area. The motorists were about 11 miles northeast of Gila Bend. About one half hour later, the Arizona Department of Highways reported that State Route 238 was closed due to water over the road. One portion of the road that was flooded was near the town of Mobile. A Flash Flood Warning was issued for the area at 2209MST and it remained in effect through 0400MST the following morning. No injuries were reported due to the flash flooding.","Isolated to scattered thunderstorms developed across portions of the south-central deserts during the evening hours on July 8th. Conditions were favorable for the formation of strong, gusty and damaging microburst winds and indeed, a number of storms mainly west of central Phoenix produced wind gusts in excess of 50 mph. Trained spotters, media and public callers reported damage to trees and various structures such as mobile homes. Strong microburst winds near the town of Buckeye flipped two semi-trucks on Interstate 10 and also damaged some mobile homes. Flash flooding was reported east of Gila Bend along highway 238; according to a report from the public, several motorists were trapped between flooded washes. A variety of Severe Thunderstorm and Flash Flood Warnings were issued during the course of the evening as well as a number of Significant Weather Advisories.",472
